NAME (ENG),ALT NAMES,REF1,REF2,OBLAST,COUNTRY,IMGQUAL,ICAO,ICAOR,ICAOSRC,CAT,SIG,LATD,LATM,LATS,LOND,LONM,LONS,SRCLATLON (G=GoogleLowRes H=GoogleHighRes X=not found),ELEV1FT,ELEV1SRC,ELEV2FT,ELEV2SRC,ELEV3FT,ELEV3SRC,LAT,LON,MAG2010,R1L,R1W,R1DIMSRC (G=googlelowres H=googlehighres),R1HDG,R1NAM,R1SFC,R2LEN,R2WID,R2DIMSRC,R2HDG,R2OVRUNNE,R2OVRUNSW,R2NAM,R2SFC,R2dg,R2len,USE,OPR,MILPURPOSECODE,UNITS,NOTES,,,,,,,,,,
Kiev/Zhulyany,"Kyiv Zhuliany, Zhulyani, Zhuliany (US)",6 km SW,Kiev,Kievskaya,UA,,UKKK,,CD,M,,50,24.1,N,30,27.1,E,CD,587,CD,,,,,50.4017,30.4517,6.0,1800,49,CD,86,08/26,CONC,,,,,,,,,,,CIV/MIL,,CH,"223 OSAP (An-24, 1991)[#1], (An-26, 1991)[#1], (Mi-8, 1991)[#1].",Civil domestic terminal with 47 jet parking spaces.  Antonov Reworks Facility and military base with An-26/An-72 based. Also has large Museum. (AviaMK),,,,,,,,,,
Kiev/Borispol,Boryspil,28 km SE,Kiev,Kievskaya,UA,,UKBB,,CD,M,,50,20.7,N,30,53.7,E,CD,427,CD,,,,,50.3450,30.8950,6.0,4000,60,CD,183,18L/36R,CONC,,,,,,,,,,,CIV/MIL,VTA,C,"Mixed. 1 VTAP (Il-76, 1992).",Major civil international airport handling all types; parks 46 jets. Government aircraft base.  Large military area with revetments on NE of field with An24/26/30 Tu134 Mil8's. (AviaMK),,,,,,,,,,
Vasilkov,Vasil'kov,7 km N,Vasil'kov,Kievskaya,UA,,,,,M,,50,14.1,N,30,18.1,E,G,673,,,,,,50.2350,30.3017,,2500,40,G,134,,CONC,,,,,,,,,,,MIL,PVO,I,"146 GV IAP (41 MiG-25PD, 1991)[#1].","Medium fighter base, numerous revetments.",,,,,,,,,,
Priluki,Pryluky,6 km W,Priluki,Chernigov,UA,,,,,M,,50,34.4,N,32,18.9,E,H,449,,,,,,50.5733,32.3150,,3000,80,H,0,,CONC,,,,,,,,,,,MIL,DA,B,"184 GV TBAP (Tu-16 1955-) (Tu-22M4, 1984-) (21 Tu-160, 1987-1991)[#2] (Tu-134UBL)[#2].  13 Tu-160 1992, 19 Tu-160 1994, Tu-160 removed in late 1990s.",This airfield is Ukraine's primary bomber base.  It has revetments for 20 large aircraft. Accepted USSR's first Tu-160 April 1987.,,,,,,,,,,
Velikaya Krucha,,10 km S,Pyryatyn,Chernigov,UA,,,,,A,0,50,9.1,N,32,31.9,E,G,384,,,,,,50.1517,32.5317,,2000,30,G,115,,CONC,,,,,,,,,,,MIL,,T,443 UAP (101 L-39).,Training base.  The taxiways and runways were dismantled sometime in the late 1990s or early 2000s.,,,,,,,,,,
Sumy,,8 km SW,Sumy,,UA,,UKHS,,,M,,50,51.5,N,34,45.8,E,G,594,,,,,,50.8583,34.7633,,2500,42,G,83,08/26,ASPH,,,,,,,,,,,CIV,,,Civilian,Services small airliners.,,,,,,,,,,
Lebedin,,5 km SE,Lebedin,,UA,,,,,M,1,50,33.2,N,34,32.1,E,G,476,,,,,,50.5533,34.5350,,2500,40,G,17,,CONC,,,,,,,,,,,MIL,,,Military,Appears to be a badly neglected 1960s-era airstrip; was probably a forward attack base.,,,,,,,,,,
Akhtyrka,,8 km E,Okhtyrka,,UA,,,,,M,5,50,18.3,N,35,1.2,E,G,489,,,,,,50.3050,35.0200,,2000,40,G,90,,CONC,,,,,,,,,,,MIL,,T,"809 UAP (102 L-39C, 1992).","Well-maintained, small military facility; probably a training base.",,,,,,,,,,
Belgorod,,4 km N,Belgorod,,RU,,UUOB,,CD,M,,50,38.6,N,36,35.4,E,D,735,D,,,,,50.6433,36.5900,,2300,42,D,117,11/29,ASPH,,,,,,,,,,,CIV,,,Civilian,"Services medium-sized airliners (Tu-154, Il-76, etc).  24-hour operations.",,,,,,,,,,
Belgorod/Tomarovka,Tomarovka,4 km E,Tomarovka,,RU,,XUOP,,C,N,,50,41.7,N,36,17.6,E,C,689,C,,,,,50.6950,36.2933,,560,100,C,16,,DIRT,,,,,,,,,,,CIV,,,Civilian,Grass airstrip.  Very poor Google Earth imagery; position may need refinement.,,,,,,,,,,
Kharkov North,Kharkiv North,4 km N,Kharkov,,UA,,,,,M,,50,1.5,N,36,16.0,E,W,600,W,,,,,50.0250,36.2667,7.0,1804,56,W,33,03/21,CONC,,,,,,,,,,,CIV/MIL,,,Mixed,Factory airfield GAZ 135 (Kharkiv APO).  Early Tupolev jetliners were built here.  (AviaMK)  Joint use airport (DAFIF).,,,,,,,,,,
Valuyki,,1 km NE,Valuyki,,RU,,UUED,,C,N,,50,13.5,N,38,6.9,E,G,574,C,,,,,50.2250,38.1150,,550,21,C,98,,CONC,,,,,,,,,,,CIV,,,,Minor civilian airfield.,,,,,,,,,,
Buturlinovka,,4 km S,Buturlinovka,,RU,,,,,M,,50,47.5,N,40,36.4,E,G,505,,,,,,50.7917,40.6067,,2500,40,H,119,11/29,CONC,,,,,,,,,,,MIL,FA,A,"186 ISHAP (45 Su-25, 1991, 1994)[#4][#7].",Small utilitarian airfield.  Two small alert pads at either end of runway for 10 fighters.,,,,,,,,,,
Lebyazhye,"Lebyazhye Northwest (DoD), Kamyshin Northwest (US), Lebyazh'ye, Gromovo or Kotly?, Mikhailovka",18 km NW,Kamyshin,,RU,,,,,M,,50,12.1,N,45,12.4,E,G,371,T93,381,?,,,50.2017,45.2067,,2500,60,G,40,,CONC,,,,,,,,,,,MIL,FA,A,"1 IAPIB (MiG-23, MiG-27K, Su-24), 1994.",Airfield is 170 km north of Volgograd.  Wide runway.  Mostly large tarmac space. [Kamyshin Northwest] (US),,,,,,,,,,
Krasnykut,,3 km NW,Krasnykut,,RU,,UWSK,,,N,,50,57.7,N,46,56.7,E,G,177,,,,,,50.9617,46.9450,,660,21,G,154,15/33,ASPH,,,,,,,,,,,,,,,Exact runway dimensions and heading uncertain.,,,,,,,,,,
Aktyubinsk,Aktobe,4 km S,Aktobe,,KZ,,UATT,,CD,M,,50,14.7,N,57,12.4,E,CD,738,CD,,,,,50.2450,57.2067,9.0,3097,60,CD,135,13/31,CONC,,,,,,,,,,,CIV,,,Civilian,Small terminal with 5 airliner parking spots.  Has serviced Il-86.,,,,,,,,,,
Dombarovskiy,,6 km NW,Dombarovskiy,Orenburgskaya,RU,,,,,M,,50,48.3,N,59,30.9,E,H,869,,,,,,50.8050,59.5150,9.0,2500,60,G,95,,CONC,,,,,,,,,,,MIL,PVO,I,"763? IAP (MiG-23, 1991)[#1].",Interceptor base with three revetment compounds.  [Tagilom],,,,,,,,,,
Svetlyy,Svetlyy Southeast (US),1 km SE,Svetlyy,,RU,,,,,M,2,50,48.6,N,60,51.4,E,G,974,,,,,,50.8100,60.8567,9.0,1400,30,G,100,,DIRT,,,,,,,,,,,CIV,,,Civilian,Small civilian airfield.  Exact position and heading uncertain.,,,,,,,,,,
Amangeldy,,?,,,KZ,,,,,A,5,50,12.4,N,65,10.7,E,H,453,H,,,,,50.2067,65.1783,9.0,1500,30,H,67,,ABANDONED,,,,,,,,,,,-,,,Abandoned,Was listed on an old GNC-4.  Airfield pattern is still evident on satellite but has been dismantled.  Probably an old WWII airfield.,,,,,,,,,,
Ush Tobe,,1 km SE,Vostochnyy,,KZ,,,,,N,2,50,33.4,N,66,45.9,E,G,1070,,,,,,50.5567,66.7650,,1480,30,G,91,,CONC,,,,,,,,,,,CIV,,,Civilian,Very small civilian airfield.,,,,,,,,,,
Arkalyk,Arkalyk North (US),9 km N,Arkalyk,,KZ,,UAUR,,C,M,5,50,19.5,N,66,57.6,E,C,1273,C,,,,,50.3250,66.9600,9.0,2500,45,C,90,08/26,ASPH,,,,,,,,,,,CIV,,,Civilian,Small civilian airport; large tarmac area and several large buildings onsite.  Appears to serve the mining industry.,,,,,,,,,,
Semiyarka,,2 km S,Semiyarka,,KZ,,,,,M,1,50,44.1,N,78,32.4,E,H,574,,,,,,50.7350,78.5400,,1750,100,H,87,,DIRT,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip.,,,,,,,,,,
Dolon (Chagan),Semipalitinsk Dolon (US),10 km SW,Dolon,Semipalatinsk,KZ,,,,,M,8,50,32.2,N,79,11.7,E,G,705,,,,,,50.5367,79.1950,,4025,80,G,87,,CONC,,,,,,,,,,,MIL,DA,B,"1223 TBAP (Tu-95 1957-) (Tu-95MS 1983, 1991)[#2] (Tu-95M, 1991)[#2].  1226 TBAP (Tu-95 1970s) (Tu-95K 1972-) (Tu-95MS 1985, 1991)[#2].  Total of 27 Tu-95MS6, 13 Tu-95MS16 basewide, 1990.  Tu-160 in late 1980s.","Major bomber base with significant tarmac space and over 50 revetments.  Dolon Southwest, a former airfield 32 km to the south, no longer exists.",,,,,,,,,,
Semipalitinsk West,,33 km W,Semipalitinsk,Semipalatinsk,KZ,,,,,x,0,50,24.0,N,79,46.0,E,,636,,,,,,50.4000,79.7667,,3840,,,95,,????,,,,,,,,,,,-,,,Demolished,Almost no trace remains of this 1950s airstrip.  Purpose unknown.,,,,,,,,,,
Dolon Southwest,,43 km SW,Dolon,Semipalatinsk,KZ,,,,,A,0,50,15.3,N,79,4.4,E,G,830,,,,,,50.2550,79.0733,,4000,60,G,96,,????,,,,,,,,,,,-,,,Demolished,Demolished airfield from 1950s; almost no trace remains.  Probably part of the nuclear testing zone.,,,,,,,,,,
Semipalatinsk,Semey (US),8 km S,Semipalatinsk,Semipalatinsk,KZ,,UASS,,D,M,,50,21.1,N,80,14.1,E,CD,761,D,,,,,50.3517,80.2350,7.0,3096,77,D,84,08/26,CONC,,,,,,,,,,,CIV/MIL,,F,Civilian.,"Services large airliners.  Contains two groups of alert fighter pads.  A 400 meter overrun at each end of rwy 08/26.  CAICA 2000 gives 234 m, with 3100 x 45 and 1100 x 80 runways.",,,,,,,,,,
Ust-Kamenogorsk,,11 km NW,Ust-Kamenogorsk,,KZ,,UASK,,D,M,,50,2.2,N,82,29.7,E,D,938,D,,,,,50.0367,82.4950,6.0,2510,42,D,131,12/30,ASPH,,,,,,,,,,,CIV,,,Civilian,Services small transport planes.,,,,,,,,,,
Ust-Koksa,,7 km E,Ust-Koksa,Altay,RU,,UNBU,,,N,,50,15.9,N,85,42.7,E,G,3215,,,,,,50.2650,85.7117,,1300,35,G,93,09/27,STON,,,,,,,,,,,CIV,,,Civilian,General aviation airfield.,,,,,,,,,,
Zakamensk,,6 km NE,Zakamensk,,RU,,,,,M,2,50,26.0,N,103,22.0,E,G,3465,,,,,,50.4333,103.3667,,1550,30,G,73,,CONC,,,,,,,,,,,CIV,,,Civilian,Civilian airport.,,,,,,,,,,
Petropavlovka/Nizhniy Bulgartay,Nizhniy Bulgartay,1 km E,Petropavlovka,,RU,,,,,x,1,50,37.0,N,105,21.0,E,,2999,,,,,,50.6167,105.3500,,1400,,,90,,DIRT,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.  Exact location uncertain.,,,,,,,,,,
Dzhida,"Nyangi (US), Eleagnus (misnomer)",3 km W,Dzhida,,RU,,,,,M,,50,40.6,N,106,8.4,E,H,1968,,,,,,50.6767,106.1400,,2500,40,H,56,06R/24L,CONC,2500,30,H,56,,,06L/24R,CONC,147,245,MIL,,A,"2 GV BAP (Su-24M, 1991)[#7]. 21 BAP (Su-24).","Large fighter base with small revetment groups scattered around airfield.  On rare occasion appears as Eleagnus, which is Latin for the Russian ""dzhida"".",,,,,,,,,,
Kyakhta,,7 km N,Kyakhta,,RU,,,,,M,5,50,28.6,N,106,23.9,E,G,2310,,,,,,50.4767,106.3983,,450,60,G,102,,CONC,,,,,,,,,,,MIL,,H,Military,Military helicopter base; 12 reveted pads and other facilities.,,,,,,,,,,
Mukhor,Bichura,7 km NW,Bichura,,RU,,,,,M,1,50,37.3,N,107,31.2,E,G,2103,,,,,,50.6217,107.5200,,1000,20,G,60,,CONC,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip; probably services only the smallest of transports.,,,,,,,,,,
Nizhny Tsasuchei,Nizhniy Tsasuchey (US),6 km E,Nizhny Tsasuchei,,RU,,,,,x,2,50,30.0,N,115,11.0,E,,2001,,,,,,50.5000,115.1833,,1400,,,85,,CONC,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.,,,,,,,,,,
Bezrechnaya-2,"Bezrechnaya,  Bezrechnoy, Khodabulak, Khada Bulak North (US), Mirnaya",12 km E,Mirnaya,Chitinskaya,RU,,,,,M,,50,45.0,N,116,13.7,E,G,2201,,,,,,50.7500,116.2283,,2500,40,G,135,,CONC,,,,,,,,,,,MIL,PVO,I,"22 IAP (Su-15TM).  OSAZ (Su-15TM, 1991)[#1].",Mostly linear tarmac space.,,,,,,,,,,
Khada Bulak,,9 km NE,Sherlovaya Gora,Chitinskaya,RU,,,,,A,0,50,35.8,N,116,23.2,E,G,2339,,,,,,50.5967,116.3867,,2500,40,G,145,,????,,,,,,,,,,,-,,,Demolished.,Almost no trace left of former airfield.,,,,,,,,,,
Borzya,"Borzia, Borzyu, Borzya Northwest (US)",13 km W,Borzya,Chitinskaya,RU,,,,,M,,50,23.8,N,116,20.8,E,G,2201,,,,,,50.3967,116.3467,,2500,40,G,72,,CONC,,,,,,,,,,,MIL,FA,AR,"189 GV APIB (Su-17M3,1988) under 23rd Air Army (Trans-Baikal).  101 ORAP (Su-17M3R).","Simple fighter base with three areas of fighter revetments housing about 30 aircraft.  (Under 23rd Air Army, Trans-Baikal)",,,,,,,,,,
Borzya West,,,,Chitinskaya,RU,,,,,N,1,50,21.2,N,116,15.6,E,G,2251,,,,,,50.3533,116.2600,,1125,30,G,141,,DIRT,,,,,,,,,,,CIV,,,Civilian,"Minor civilian airstrip, appears to be unused; barely visible.",,,,,,,,,,
Arabatuk,Krasnyy Velikan North (US),38 km NE,Daurija,,RU,,,,,M,,50,13.4,N,117,6.1,E,G,2280,,,,,,50.2233,117.1017,,2500,40,G,65,,CONC,,,,,,,,,,,MIL,FA,Z,Deployment,Deployment airfield for 189 APIB (Borzya).  During normal operations it remained idle (in caretaker status).[#5],,,,,,,,,,
Kalga,,1 km E,Kalga,,RU,,,,,N,1,50,55.6,N,118,55.2,E,G,2001,,,,,,50.9267,118.9200,,1150,20,G,164,,DIRT,,,,,,,,,,,CIV,,,Civilian,Civilian airport with dirt runway.,,,,,,,,,,
Krasnokamensk,Oktyabrskiy-West.jpg,7 km S,Krasnokamensk.jpg,Chitinskaya,RU,,UIAE,,,M,5,50,1.9,N,118,3.7,E,G,2139,,,,,,50.0317,118.0617,,2350,42,G,157,17/35,CONC,,,,,,,,,,,CIV,,,Civilian,"Services prop transports.  Single utilitarian tarmac but well-maintained, first-rate construction and can easily service jets.",,,,,,,,,,
Blagoveshchensk/Ignatyevo,Blagoveshchensk Northwest (DoD),20 km NW,Blagoveshchensk,,RU,,UHBB,,CD,M,,50,25.5,N,127,24.7,E,CD,640,CD,,,,,50.4250,127.4117,-12.0,2821,42,D,169,18/36,ASPH,,,,,,,,,,,CIV,,,Civilian,Services up to medium-sized airliners; 24-hour operations.  Civilian area parks 44 aircraft; military pad is on northwest side of airfield.,,,,,,,,,,
Vozzhayevka,Vozzhayevka Northeast (DoD),6 km NE,Vozzhayevka,,RU,,,,,M,,50,46.1,N,128,46.6,E,G,738,?,679,T91,,,50.7683,128.7767,,2500,80,G,0,,CONC,,,,,,,,,,,MIL,FA,A,"293 OPIB (Su-17M3R,1988,1991)[#4] (MiG-25,-1987) under 1st Air Army (Far East).",Medium-sized air base.  Located near SS-11 missile field at Svobodnyy.,,,,,,,,,,
Tambovka,,4 km N,Tambovka,,RU,4,,,,A,0,50,8.1,N,128,4.3,E,G,420,,,,,,50.1350,128.0717,,4100,40,T,176,,????,,,,,,,,,,,-,,,Military,"Probably an abandoned bomber base.  No real trace of this base can be found on satellite imagery, and what imagery exists is poor; declassified satellite imagery previews are also poor quality.  A 1991 TPC chart gives a runway length of 13400 ft but refers to it as a minor airfield.",,,,,,,,,,
Kakhovka/Romny,,12 km N,Romny,,RU,,,,,A,0,50,48.8,N,129,13.0,E,G,679,,,,,,50.8133,129.2167,,2300,30,G,173,,????,,,,,,,,,,,-,,,Military,Appears to be an abandoned 1950s or 1960s fighter base.,,,,,,,,,,
Zavitinsk,"Mikhailovka (DoD), Bureya Malinovka, Zavitinsk Northeast (DoD)",9 km NE,Zavitinsk,Amur,RU,4,,,,M,,50,11.4,N,129,30.3,E,G,906,?,745,T91,,,50.1900,129.5050,,3000,60,G,149,,CONC,,,,,,,,,,,MIL,DA,BT,"1 ISHAP (MiG-23, MiG-27K, Su-24), 1994.  303 TBAP (Tu-16, 1955-?) (Tu-16K, 1972-?) (Tu-95K) (Tu-22K, 1991)[#2].  13 ODShBR (1969-).","Major nuclear bomber base (a sister of Ukrainka).  Revetment area on far side of runway with 18 large stands.  It began operating the Tupolev Tu-16 aircraft late in the 1960s, serving a close/medium range facility as opposed to its long-range sister base Ukrainka.",,,,,,,,,,
Cheugda,,2 km N,Cheugda,,RU,,,,,N,0,51,18.9,N,130,27.8,E,G,984,T91,,,,,51.3150,130.4633,,500,20,G,173,,DIRT,,,,,,,,,,,CIV,,,,Minor dirt airstrip serving the town of Cheugda.,,,,,,,,,,
Chekunda,,4 km N,Elga,,RU,,,,,N,,50,52.3,N,132,18.1,E,G,1115,T91,,,,,50.8717,132.3017,,900,20,G,187,,DIRT,,,,,,,,,,,,,,,Minor utility airfield.,,,,,,,,,,
Komsomolsk-na-Amur/Khurba,"Komsomolsk South (US), Khurba, Khoorba, Hurba, Uchastok, Kalinovka?",4 km E,Kurba,Amur,RU,,UHKK,,C,M,7,50,24.5,N,136,56.0,E,C,92,A,,,,,50.4083,136.9333,-12.0,2500,42,A,171,18/36,CONC,,,,,,,,,,,MIL,"PVO,FA",IA,,"Located 17 km S of Komsomolsk-na-Amur, this medium-sized base has considerable tarmac space and extended area of revetments.  It has long been home to 277 BAP, which flew Yak-28 Brewers in the 1960s [#34] and upgraded to Su-24 aircraft by the 1990s [#4][#7].  It has been given as a location for 216 IAP flying the Su-27 starting in 1987, and the 26 Gv OPIB flying Su-17M3 in the late 1980s and early 1990s [#4].",,,,,,,,,,
Podali,,17 km W,Amursk,Amur,RU,,,,,N,2,50,13.0,N,136,39.9,E,G,161,T,,,,,50.2167,136.6650,-12.0,500,20,G,2,01/19,CONC,,,,,,,,,,,?,,,Unknown,Minor airstrip with unknown purpose.,,,,,,,,,,
Mengon,,17 km SW,Elban,Amur,RU,4,,,,M,6,50,1.9,N,136,17.8,E,G,164,,,,,,50.0317,136.2967,,3320,40,G,52,,CONC,,,,,,,,,,,MIL,,Z,Military,Unknown purpose.  Very long runway and large tarmac.  It may be a forward deployment bomber base.  Status is unknown.,,,,,,,,,,
Komsomolsk-na-Amur/Dzemgi,"Komsomolsk (US), Silinskiy, Leninskiy, Mayskiy, Solnecnyj",8 km NE,Komsomolsk-na-Amur,Amur,RU,,UHKD,,,M,7,50,36.3,N,137,4.9,E,G,89,A,,,,,50.6050,137.0817,-12.0,2480,80,A,0,01/19,CONC,,,,,,,,,,,MIL,PVO,I,"60 IAP (Su-27, 1991, ended 2000)[#1]  23 IAP (Su-27, began 2000)[#7].","Dzhemgi is Komsomolsk-na-Amur's northeast side airport, handling small airliner traffic.  Small area of fighter revetments.  In 2000 the 23 IAP was created (merging 60 IAP Dzemgi and 404 IAP Orlovka).  The airfield is home to a large Sukhoi factory.  In September 2007 this factory rolled out the new Sukhoi Superjet passenger transport aircraft.",,,,,,,,,,
Zonalnoye,Kirovskoye South (DoD),21 km SE,Tymovskoye,Sakhalinskaya,RU,,UHSO,,C,M,4,50,40.1,N,142,45.6,E,G,479,T84,,,,,50.6683,142.7600,-11.0,1500,40,G,153,,PLAT,,,,,,,,,,,CIV,,,Civilian,Accommodates small airliners.  A 1700 x 25 m overrun exists off the southern edge; this may have been a former airfield.,,,,,,,,,,
Vasilyevo,,21 km SW,Kitovyy,Ostrov Paramushir,RU,,,,,N,2,50,0.9,N,155,23.9,E,G,33,G,,,,,50.0150,155.3983,,1000,30,G,34,,DIRT,,,,,,,,,,,CIV,,,Civilian,"Small civilian airstrip on Ostrov Paramushir, probably serving a minor outpost on the Kurile Islands.",,,,,,,,,,
Okeanskoye,,3 km SW,Okeanskoye,Ostrov Paramushir,RU,,,,,N,0,50,11.3,N,155,45.6,E,G,23,G,,,,,50.1883,155.7600,,600,20,G,141,,DIRT,,,,,,,,,,,-,,,Abandoned,"Minor civilian airstrip presumably in use during the 1940s and 1950s.  Listed on 1977 US DoD GNC-6 as ""not usable"".  Location doubtful due to low satellite image quality.",,,,,,,,,,
Kozyrevskoye,,15 km NW,Babushlino,,RU,,,,,x,?,50,43.0,N,156,12.0,E,G,,,,,,,50.7167,156.2000,,,,,,,,,,,,,,,,,,?,,,Unknown,Airfield listed on 1977 GNC-6 but satellite image is obscured by clouds and satellite imagery is of very poor quality.  Position approximate.,,,,,,,,,,
Lvov,"Lviv, Sknilov",4 km SW,Lvov,Lvovskaya,UA,,UKLL,,D,M,,49,48.8,N,23,57.4,E,D,1070,D,,,,,49.8133,23.9567,4.0,2510,45,D,135,13/31,ASPH,,,,,,,,,,,CIV,,,Civilian,Civil terminal on east side with capacity for 20 jets.  Military transport base with 15 large reveted pads for large aircraft (AviaMK).,,,,,,,,,,
Gorodok Northeast,,5 km NE,Gorodok,,UA,,,,,N,,49,49.6,N,23,41.3,E,G,1001,J88,,,,,49.8267,23.6883,,2000,30,G,109,,DIRT,,,,,,,,,,,,,,Unknown,Abandoned airfield listed on 1988 JNC chart; appears to be mostly plowed under.  May be a WWII era base.,,,,,,,,,,
Gorodok,"Cherlyany (US), Cherlyane",5 km SE,Gorodok,,UA,,,,,M,,49,44.3,N,23,40.1,E,W,896,W,,,,,49.7383,23.6683,4.0,2500,56,W,139,13/31,CONC,,,,,,,,,,,MIL,,,,"Fighter base with reveted areas, 26 km southwest of L'vov.  Home to 230 BAP flying Yak-28 bombers in the 1960s.",,,,,,,,,,
Drogobych,,2 km NE,Drogobych,,UA,,,,,N,,49,22.0,N,23,34.1,E,G,899,J88,,,,,49.3667,23.5683,,850,20,G,34,,DIRT,,,,,,,,,,,CIV,,,Civilian,Minor civilian airfield.,,,,,,,,,,
Sambor,"Kalinov, Sambir",10 km NE,Sambor,,UA,,,,,M,,49,33.0,N,23,20.1,E,G,860,,,,,,49.5500,23.3350,,2225,40,G,78,,CONC,,,,,,,,,,,MIL,,,Unknown,"Old airfield near Polish border with numerous reveted areas, holding about 50 fighters and 25 bombers.",,,,,,,,,,
Stryy,"Stry'y, Stryi",4 km SW,Stryj,Lvovskaya,UA,,,,,M,,49,14.6,N,23,47.2,E,G,1024,,,,,,49.2433,23.7867,,3000,60,G,56,,CONC,,,,,,,,,,,MIL,"DA,PVO",BI,"179 IAP (43 MiG-23MLD, 1991)[#1].  260 TBAP (20 Tu-22M3, c. 1990) (Tu-16).",Large base with 6 km of parking area taxiways and numerous revetments.,,,,,,,,,,
Lyubsha,,32 km N,Kalush,,UA,,,,,M,1,49,17.3,N,24,12.0,E,G,807,,,,,,49.2883,24.2000,,2400,40,G,78,,CONC,,,,,,,,,,,MIL,,,Military,"Located south of Lviv (Lvov) near the Polish-Slovakian border, this appears to be a forward staging base.",,,,,,,,,,
Podgaytsy,,,,,UA,,,,,x,,49,16.0,N,25,9.0,E,X,1296,J88,,,,,49.2667,25.1500,,,,,,,,,,,,,,,,,,,,,,Location unknown.  Appears on 1988 JNC chart.,,,,,,,,,,
Ternopol,Ternopil (US),8 km SE,Ternopol,,UA,,UKLT,,D,M,,49,31.5,N,25,42.0,E,D,1073,D,,,,,49.5250,25.7000,5.0,1971,42,D,104,10/28,CONC,,,,,,,,,,,CIV,,,Civilian,Services medium-sized airliners.  Simple utilitarian layout.,,,,,,,,,,
Krasilov,,,,,UA,,,,,x,,49,39.0,N,26,55.0,E,X,951,J88,,,,,49.6500,26.9167,,,,,,,,,,,,,,,,,,,,,,Airfield indicated on 1988 JNC chart but no airfields found on satellite imagery.,,,,,,,,,,
Khmelnitsky/Ruzhichnaya,"Khmelnitskiy-Ruzhichnaya (US), Khmelnytskyi (US), Ruzhichnaya",8 km SW,Khmel'nitskiy,,UA,,UKLH,,,M,,49,21.6,N,26,56.0,E,W,1152,W,,,,,49.3600,26.9333,5.0,2200,43,W,166,16/34,CONC,,,,,,,,,,,CIV,,,Civilian,Services small airliners.,,,,,,,,,,
Starokonstaninov,,4 km E,Starokostyantyniv,,UA,,,,,M,8,49,44.9,N,27,16.4,E,G,873,,,,,,49.7483,27.2733,,2500,40,G,112,,CONC,,,,,,,,,,,MIL,FA,A,"7 BAP (Su-24M, 1992).",Large military base; numerous reveted areas on both sides of main runway.  Stands for over 35 large aircraft and about 30 small fighters.,,,,,,,,,,
Khmelnitsky/Grass,,6 km E,Khmel'nitskiy,,UA,,,,,N,,49,24.5,N,27,5.8,E,G,1001,,,,,,49.4083,27.0967,,1430,40,G,124,,DIRT,,,,,,,,,,,?,,,Unknown,Minor airstrip southeast of the city of Khmelnitsky.,,,,,,,,,,
Khmelnik Northeast,,3 km NE,Khmelnik,,UA,,,,,N,,49,34.2,N,27,59.4,E,G,961,,,,,,49.5700,27.9900,,1600,40,G,75,,DIRT,,,,,,,,,,,,,,,"Suspected location as given on 1988 JNC chart, but no clear evidence of an airfield.",,,,,,,,,,
Kalinovka,,5 km N,Kalynivka,,UA,,,,,M,5,49,29.1,N,28,32.3,E,G,984,,,,,,49.4850,28.5383,,1850,40,G,134,,CONC,,,,,,,,,,,MIL,,,Military,High-quality military airfield with taxiways and two large revetments.  In 1998 had a couple of Mil-8 and An-24 aircraft (AviaMK).,,,,,,,,,,
Vinnitsa/Grass,,5 km E,Vinnitsa,,UA,,,,,N,,49,13.9,N,28,33.2,E,G,899,,,,,,49.2317,28.5533,,2200,30,G,134,,GRAS,,,,,,,,,,,,,,,"Grass airfield, almost invisible.  Contains GAZ 421, a Let and An2 rework facility. It is just west of Vinnitsa East Military field.",,,,,,,,,,
Vinnitsa/Gavrishevka,Vinnitsa East (US),9 km E,Vinnitsa,,UA,,UKWW,,,M,,49,14.5,N,28,36.9,E,G,974,,,,,,49.2417,28.6150,,2500,42,G,138,13/31,CONC,,,,,,,,,,,CIV$,,,Mixed,"Handles up to medium-size airliners.  Ukrainian Air Force base and held over 18 Antonovs types(12/24/26) types, 2x IL22 and 1 Tu134 and several L410’s (AviaMK).",,,,,,,,,,
Berdichev,,5 km W,Berdychiv,,UA,,,,,M,,49,52.9,N,28,30.5,E,G,886,J88,,,,,49.8817,28.5083,,1900,40,G,84,,CONC,,,,,,,,,,,MIL,,,Military,Military airfield in severe state of decay but used by a helicopter force.,,,,,,,,,,
Popelnya,Popil'nya,4 km NW,Popelnya,,UA,,,,,M,3,49,57.8,N,29,24.3,E,G,700,,,,,,49.9633,29.4050,,2500,30,G,112,,CONC,,,,,,,,,,,MIL,,,Military,Appears to be a small forward deployment base.,,,,,,,,,,
Belaya Tserkov',Bila Tserkva,7 km W,Belaya Tserkov,Kievskaya,UA,,,,,M,,49,47.8,N,30,1.3,E,H,591,,,,,,49.7967,30.0217,,2500,80,H,9,18/36,CONC,,,,,,,,,,,MIL,DA,T,"251 ITBAP (Tu-22M, 1991)[#2] (Tu-16, starting 1956)[#2], (Tu-22, 1991)[#2], (27 Tu-16K starting 1968)[#4]",Airfield consists of 40 bomber revetments on angled parallel taxiway.  Only 40 m width of runway is marked for use.,,,,,,,,,,
